Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Cuba,,1204.8,1210.7,1357,1273.7,1082.6,1178.6,1151.9,1209,1399.5,1525.6,1617.4,1374,1278.1,1804.7,2070.1,2275.4,2412.5,2420.1,2321.8,2546.8,2504.4,2692.8,2702.5,2727.8,2615.6,2681.5,2430.4,2549.1,2516,2342.1,2175.9,1751.1,1324.4,1789.1,1964.6,2007.3,2188.6,1874.7,2750.8,2528.4,2880.6,3123.2,3188.8,2921.5,2561.6,2782.8,2912.9,2674.2,2068.8,1937.2,2619.1,2803.2,2903.8,2813.7,2964.6,2939.3,2854.3,2876.5,2832.5,2572.1,2408.7,2088.9,2070,
Curacao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,,654.8,1157.6,1121.3,802.9,1598.9,752.4,1297.7,824.8,1334.9,657.3,1336.3,1068.3,107.2,1290.8,1475.3,1462.9,1315,1777.3,1665,1939.4,1773.3,1778.2,1388.8,1757.7,2097.7,1301.1,2331.3,2679.9,2480.4,1886,1335.9,2789.8,2964.4,2553.5,2384.9,2395.5,1110.6,1113.9,2156.4,931.4,2275.9,2394.4,2263.9,1677.9,1205.6,1219.7,1596.1,176.3,1823.8,1998.4,1954.4,2399.3,1688,291,2683,436.3,1802.7,1052.9,2656.3,2381.4,2063.5,2305.7,2160.6,
Czechia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4019.5,4091.7,4179.3,4192.7,4132.7,3968.1,4346.6,3906,4508.6,4324,3940.8,5443.6,4741.6,4159,4522,5362.8,5073.9,4695.8,5592.6,4529.5,5309.3,6219.8,5880.6,6317,5497.5,5206.9,5653.2,6042.7,6113,5929.6,6070.1,
Germany,,2417.4,2962.2,2925.2,3120.8,2852.2,2878,3483.3,3619.6,3447.5,3179.6,3788.6,3770.2,3873.4,4178.8,3864.4,3495.7,3885.2,4285.2,4108.3,4227.6,4161.6,4568.3,4362.6,5036.6,5072.7,5084.8,4898.4,5173.7,5203.6,5411.1,5986.1,5335.6,5711.7,5826.2,6107.8,6282,6484.9,6330.2,6699.9,6452.9,7055.2,6251.5,5764.5,7355.3,6723.2,6486.6,6182.9,7118.8,7201.4,6685.2,6458.3,6964.9,7318,8050.3,7497.8,7182.1,7269.9,6178.9,6952,7133.3,6998.1,7126.1,7007.3,
Djibouti,,,,,,,,,,,,,,,,,,,,,,2500,2500,2500,2333.3,1750,1666.7,1500,1538.5,1333.3,1666.7,1643.3,1647.3,1651.9,1657.5,1666.7,1683.3,1704.7,1726,1769.4,1833.3,1714.3,1666.7,1666.7,1658.7,1500,1666.7,1738.2,1780.6,1816.7,1848.3,1879.3,2000,2000,1986.4,2007.6,1998.2,1998.7,1998.2,2002.6,2037,2051.3,2010.5,2020.7,
Dominica,,1181.8,1181.8,1217.4,1217.4,1250,1250,1280,1280,1230.8,1230.8,1259.3,1259.3,1285.7,1285.7,1266.7,1333.3,1333.3,1333.3,1419.4,1437.5,1424.2,1411.8,1388.9,1352.9,1333.3,1200,1384.6,1333.3,1333.3,1363.6,1340.2,1339.9,1333.3,1341.3,1344.2,1347.3,1350.4,1353.8,1357.2,1357.3,1359.2,1364.1,1333.3,1377.5,1357.1,1404.7,1448.3,1437.7,1436.8,1416.7,1400,1666.7,1666.7,1623.5,1604,1597.7,1601.7,1609,1622,1644,1659.1,1670.8,1682.4,
Denmark,,3383.5,3750.6,3505.7,3963.4,3890.6,3714.4,3756.9,4026.4,3975.6,3583.8,3999.7,3977.2,3765,4190.1,3635.7,3302.4,4050.9,4060.5,4156.1,3892.5,4071.4,4521.3,3757.5,5555.4,4970.8,5049,4792.6,5084.2,5632.3,6117.9,5911.6,4314.2,5677.6,5530.6,6291.2,6052.6,6207.2,6100.1,5862.1,6216,6126.6,5761.8,6096.6,6013.1,6153.4,5778.4,5675.8,6017.4,6779,5875.9,5886.5,6309.7,6316.6,6752.1,6884.7,6222,6916.5,4888.8,6928.9,6926.3,6355,7241.4,5671.7,
Dominican Republic,,1758.3,1788.6,1842.8,1990.2,2057.7,2196.3,1970.1,1948.9,2162.6,2378.5,2653.8,2892.6,3025.1,3208.7,2377.4,2603,2568,2780.1,2922.5,3005.1,3145.4,3753.9,3966,3463.7,3617.2,3754.8,3705.8,3499.2,3726.2,3996.2,3979.6,6090.2,4015.2,3636.7,3856.3,3835.6,3950.7,3635.3,3983.1,4159.3,4304.8,4343.4,4000.8,3824.8,3808.6,4262.9,4368.1,4468.8,3954.3,4436,4605.6,3747.7,4031.5,4538.9,4666.6,4728.1,4730.4,4607.1,4652.5,4653.7,4784.8,4707.8,4468.8,
Algeria,,346.2,814,803.8,530.2,606.3,403.9,631.4,705.2,614.9,637.5,587.8,671.7,493.7,497.9,845.2,690.5,410.9,586.1,561.5,760.4,646.2,593.3,579.5,547.4,912.5,837.2,759.9,574.1,760.4,687.7,1114.6,943.3,741.7,749.4,829.5,1337.8,779.8,846.3,1069.9,883.3,1106.9,1058.6,1470.3,1344.1,1500.8,1503.7,1253.5,1034,1653.9,1474.3,1643.3,1677.6,1813.1,1369.2,1400.2,1020.4,990.3,1952,1767.4,1520.4,1433.7,1408,1234.6,
East Asia & Pacific (excluding high income),,1288.195008,1393.912448,1525.22475,1612.131139,1692.963408,1776.718878,1828.528526,1849.898099,1859.297337,2051.817859,2088.373022,2026.09991,2163.012995,2250.018361,2314.103415,2367.274549,2311.007888,2548.902624,2739.154605,2705.368419,2834.632353,3129.878268,3305.772888,3491.874668,3398.362552,3458.045694,3516.751372,3484.186542,3575.548036,3786.388351,3777.924324,3869.330334,4007.429974,3983.700945,4066.282035,4241.482077,4193.671714,4293.217595,4288.008985,4198.342829,4249.17433,4329.995099,4330.556346,4552.89476,4607.209581,4688.468336,4717.350461,4899.306086,4852.774805,4916.817501,5058.149112,5174.956402,5227.494563,5261.060984,5361.987986,5356.706071,5414.716593,5440.313129,5534.695455,5536.77084,5575.739334,5605.472401,,
Early-demographic dividend,,1059.852322,1082.163818,1121.436445,1133.502558,1055.661789,1068.532544,1177.068149,1180.075925,1224.67801,1276.281929,1312.722528,1292.438408,1314.279327,1327.922959,1450.687914,1439.140929,1523.275737,1586.911534,1515.881581,1619.411009,1720.739417,1697.938009,1762.443367,1793.510117,1839.491656,1869.118843,1854.452602,1972.08015,2013.214826,2074.460277,2120.402071,2186.231058,2285.761886,2253.966735,2251.703182,2324.466771,2372.159852,2441.171737,2468.950463,2547.29553,2577.215986,2544.953669,2643.056807,2664.157395,2770.380353,2801.646263,2888.533161,2956.210669,2939.104316,3027.812122,3128.176994,3193.542672,3262.958048,3271.964101,3274.562253,3347.260995,3480.768603,3515.056966,3618.25858,3621.609254,3673.169261,3741.668383,,
East Asia & Pacific,,1415.810323,1512.853784,1628.773991,1710.979551,1759.269619,1865.101738,1874.3397,1925.348294,1920.246909,2098.627167,2117.458665,2048.437893,2193.019084,2282.97458,2347.530613,2382.551378,2302.963301,2570.953358,2713.876333,2604.470379,2755.566009,2964.36608,3175.933995,3355.21677,3260.097224,3335.274937,3392.457882,3388.58343,3477.832586,3668.71105,3649.493198,3756.187088,3847.093245,3870.101336,3893.395681,4073.596564,4037.385521,4098.264419,4094.620902,4025.499608,4036.403606,4129.682196,3986.350966,4277.854966,4275.786867,4414.958515,4333.916192,4502.304511,4495.220704,4560.452245,4753.888145,4870.299968,4903.881092,4962.196024,5046.047551,5066.087993,5150.362991,5143.751907,5194.163035,5191.837064,5259.166259,5322.83509,,
Europe & Central Asia (excluding high income),,985.604698,1131.138648,1335.298899,1115.461199,1136.134938,1273.833312,1307.40873,1223.817989,1299.933239,1225.461487,1577.632904,1443.361295,1253.859358,1310.018365,1641.747288,1821.630515,1811.133661,1845.26079,1899.73229,1869.105042,1887.944053,1997.803235,1869.33942,1996.553124,1954.649369,2156.71044,2157.796096,2265.602391,1772.851098,2227.540205,2237.926781,2018.306901,2035.582056,1731.206668,1708.354538,1636.183984,1918.198712,1834.35169,1897.296933,1852.111113,2126.001842,2175.570991,2018.772622,2239.365304,2253.047234,2307.964621,2138.048941,2554.681448,2515.802466,2286.805872,2891.589987,2446.965305,2921.010269,3006.687235,3034.25394,3173.394894,3026.607443,3224.217179,3262.124806,3127.297593,3310.024754,3069.302826,,
Europe & Central Asia,,1813.676125,1974.743635,2014.322105,2056.881914,2157.240612,2186.417039,2412.417602,2404.674747,2440.933351,2337.104754,2751.646246,2794.717702,2817.814931,2920.079915,2831.758836,2840.282373,2989.743698,3228.276119,3109.566562,3321.692993,3193.75699,3482.867966,3326.36151,3925.635094,3693.448104,3695.547464,3692.349173,3853.004012,3827.612017,3918.204247,4092.996908,2574.587098,2620.675074,2510.07452,2535.632838,2706.139075,2932.083088,2922.937445,2943.920888,2890.647256,3086.09541,3142.191933,2898.797148,3392.401474,3171.443838,3124.13164,3058.10244,3547.022588,3431.939681,3289.278501,3583.867532,3276.122702,3662.281651,3899.619929,3803.377124,3818.760987,3966.414272,3839.013634,4028.240204,3932.680217,4031.175907,4043.05824,,
Ecuador,,1010.7,925,986.5,768.7,958.8,1007.2,893.2,823.3,1074,1093,961.9,922.1,1229.2,1283.2,1414.4,1352.7,1368.5,1377,1492.3,1639.6,1768,1880.1,1566,1851.3,1929.3,1379.6,1519.8,1708.4,1756.1,1723.6,1704.2,1768.6,1951.6,2075,1984.3,2029.3,2058.7,1954.9,2123.1,2306,1899.4,2434.6,2617.3,2922.2,2841.6,2830,3144,2980.3,2965.5,2723.1,2299.8,2914.6,2592.5,3216,3927,3362.1,3771.3,3552.6,3970.2,3531.9,4016.2,4052,4025.3,
"Egypt, Arab Rep.",,2905.7,3259.6,3312.8,3330.1,3775.6,3565.5,3557.3,3627.1,3716.6,3911.8,3911.5,3951.3,4080,3840.4,3978.1,3941.1,3923.8,4019.3,3964.2,4094.5,4100.5,4203.7,4321.1,4347.5,4539.2,4696.2,4891.6,5028.8,5337.7,5702.9,5613,5898.5,5995.1,5861.1,5903.7,6499.1,6605.5,6797.4,7166.6,7280.1,7099.4,7445.6,7515.4,7556.2,7536.9,7500.2,7418.5,7452.2,7158.3,6504.3,7246.3,7269,7285.3,7085,7117.3,7251.5,7400.6,6776,6043.8,7167.4,7340.5,7080.3,7402.2,
Euro area,,1951.519916,2207.960006,2202.523799,2274.638315,2339.348306,2325.856189,2707.635723,2739.587217,2741.742161,2625.486119,3065.707111,3070.06056,3184.077848,3261.511044,3140.569004,2954.966626,3231.991662,3587.169991,3458.579589,3776.344738,3524.540871,3773.665452,3687.475816,4443.380555,4315.500143,4091.781606,4240.9469,4507.360252,4428.853472,4489.04885,4815.111762,4387.606649,4661.688512,4626.361418,4555.973361,5164.147719,5040.906237,5286.672225,5160.509679,5347.723471,5220.012701,5366.383938,4775.888542,5862.315598,5228.545725,5248.245606,5305.876366,5786.118306,5699.410265,5510.375453,5611.632159,5570.365601,5832.910986,6105.650894,5992.852168,5477.980548,5750.560867,5531.80884,5923.347344,5874.804031,5936.424687,5578.257641,,
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.6,767,416,264.9,265.5,959.7,746.6,377.2,637.1,158.2,261,275.3,758.2,798.5,938.5,252.2,500.1,511.7,649.1,689.4,669.8,666.4,642.4,639.7,642.2,638.9,638.5,639.1,639.7,639.1,639,
Spain,,1082.5,1278.7,1303.1,1178.5,1250.7,1327.6,1480.6,1569.1,1558.1,1380.3,1840.5,1611.1,1595.1,1765.6,1974.3,1766.2,1925.2,2174.7,1907.8,2479.9,1571.3,1764.3,1851.1,2772.1,2762.2,2143.1,2626.8,3017.9,2491.5,2482.7,2488.9,1955,2717.4,2348.3,1729.7,3303,2764.4,3395.9,2705.2,3603.3,2804.7,3222,3250.7,3750.1,2159.3,3028.2,3933.9,3573.5,2944.8,3291.5,3691.8,2842.5,4047.1,3248.5,3243.1,3877.8,2770.2,4205.5,3445.5,4501.5,4227.4,3307.4,2190.9,
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1403.8,2161.3,1597.1,1687.4,2178.5,1992,1627,1251.3,2114.7,2037,2024,1921.7,2330.3,2694.4,2209.9,3009.1,2792.8,2760.5,2464.2,2598.9,3412,3135.6,3669.6,4381.6,2658.4,3967.3,2624.9,4458.6,4411.5,3502.4,4224.5,3409.5,
Ethiopia,,714.6,702.3,704,723.5,732.3,741,744.4,724.3,758.7,770.5,784.5,803.5,827.3,812.1,853.1,1063.7,1035.5,897.3,1124.2,1260.7,1190.7,1165,1335.8,1169.8,880.6,965.6,1152.9,1214.1,1172.2,1238.1,1307.5,1155.8,1313,974.4,1033.5,1213.6,1263.9,1140.9,1124.6,1116.3,1198,1353.7,1123.3,1162.6,1361.4,1563.3,1441,1418.4,1647.1,1767.3,1876.6,1963.3,2102,2235.1,2344.9,2352.2,2539.4,2729.8,2831.8,2841.2,2902.7,2822.5,2863.8,
European Union,,1917.622071,2062.768332,2079.568766,2161.426729,2281.099779,2300.873799,2563.850749,2594.081202,2619.113211,2505.644476,2938.164155,3010.52521,3078.538288,3187.253058,3051.274071,3028.979371,3170.407036,3459.597402,3300.884548,3542.782703,3383.159632,3693.377365,3526.19071,4187.011887,3979.759117,3904.974167,3943.576889,4139.480263,4183.56241,4187.193354,4408.242171,3751.188995,3980.887024,3995.193304,4112.547129,4379.944833,4476.692536,4531.439859,4521.710612,4397.748546,4556.36528,4605.361716,4144.744896,5238.289509,4711.529797,4562.01292,4491.058111,5105.972953,4969.022729,4916.014728,5061.007648,4821.251305,5253.388976,5612.193015,5377.756275,5193.830592,5499.551102,5230.171923,5574.786763,5465.240411,5663.963137,5260.315094,,
Fragile and conflict affected situations,,830.5698653,866.3331632,841.6341826,850.8041418,836.8452006,787.0264609,870.5091878,864.8819076,852.3483172,833.8303307,860.6390909,902.8875503,822.5103419,965.9362202,960.0207076,948.5115512,954.1655039,990.6813494,1010.225314,1136.196231,1239.56762,1152.168225,1124.581668,1066.892248,1123.263406,1123.523281,1096.162648,1177.991698,1056.09326,1069.875982,1063.130987,1320.183503,1463.925641,1293.247855,1307.986644,1287.703475,1315.257055,1281.44169,1275.263842,1255.891527,1458.834822,1479.287748,1398.550836,1576.473312,1475.719303,1581.944137,1511.316679,1706.125108,1725.686398,1635.41472,1719.175681,1750.441595,1803.094211,1880.416352,1945.573334,1928.193525,1919.595206,2012.701821,2115.619465,2010.449077,2138.696813,1940.776739,,
Finland,,1883.4,1363.6,1799.2,1581.3,2007.9,1780.6,1990.7,2082.1,2286.3,2396.6,2568,2460.5,2241,2183.3,2625.4,2951.8,2431.4,2446.7,2636.8,2823.4,2072.9,2922.3,3180.1,3059.2,2904.3,2941.4,1920,2326.8,3190.2,3543.1,3347.7,2845.8,3606.5,3587.2,3409,3438,3410.1,2402.8,2541.2,3498.7,3164.4,3295,3178,3210.6,3422.9,3293.8,3654.7,3542.3,3760.4,3135.3,3521.7,3533.6,3689.5,3691.4,3613.9,3573.3,3957.9,3052.7,4257.5,3589.3,2777.3,3770.1,3310.5,
Fiji,,1761.1,1765.2,1811.7,1785.4,1783,1726.3,1756.7,2040.7,1841.6,1865.3,1920.4,1938.1,2059.7,1935.5,2240.8,2302,1930.1,1854.4,2017.7,1925.6,2069.5,2118.5,1844.7,2140.5,2408.2,2181.8,1922.8,2378.2,2370.6,2181,2316.8,2154,2275.5,2301,2651,2105,2213.3,754.4,2706.3,2433.7,2341.6,2379.8,2338.9,2352.8,2349.2,2283.5,2652.4,2266.1,2819,2871.1,2821.3,2423.4,2999.5,4475.4,3001,3000.9,3000.9,3002.2,3352.9,3666.2,3887.4,4090.4,4109.1,
France,,2275.9,2689.7,2769.4,2823.4,3106.5,2908.1,3476.7,3570.9,3532.1,3374.4,3875.5,4168.7,4407.5,4179.3,3696.6,3440.8,4051.4,4630.5,4516,4854.2,4729.1,5007.5,4949.9,5976.8,5742.8,5301.6,5706.2,6080.8,6099.1,6082.6,6536.2,6485.4,6512.6,6542.6,6456.5,7082.4,6890.3,7415.4,7260.4,7231.5,6729.2,7453,6125.3,7518.7,6965.4,6800.5,6520.6,7252.8,7412.4,7068.6,6919.3,7254.5,7084.8,7579.1,7590.5,5690.9,7306.7,6829.1,7491.9,6394.9,7171.3,6654.9,7274,
Faroe Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200.4,1208.9,1206.1,1213.2,1193.5,1217.9,1220.9,1224,1227.3,1230.8,1234.7,1238.9,1243.5,1254.6,1272.2,1287.4,1192.9,1366.1,1421.4,1475.2,1528.1,1674.3,1673.8,1670.5,1678.1,1697.3,1722.4,1741.9,1755,1710.4,1717.7,1711.5,1703.7,
Gabon,,1587.2,1513.9,1598.1,1594.3,1602.6,1512.8,1514.9,1503.6,1502.3,1465.5,1463.6,1511.1,1534,1494.3,1396.4,1486.7,1511.7,1503,1554.4,1525.4,1456.5,1500,1523.8,1545.6,1453.2,1473.8,1580,1615.1,1459.4,1588.2,1701.5,1550,1588.5,1658.4,1557.7,1591,1562.4,1583.7,1599.1,1630.3,1541.5,1449.4,1538.1,1559.8,1569.9,1580,1667.1,1611.4,1589.1,1595,1596.1,1600.6,1600.4,1592.5,1591.7,1590.2,1587.6,1587,1586.2,1587.2,1587,1586.8,1586.8,
United Kingdom,,3176.5,3683.5,3484.3,3734.7,3750.1,3544.7,3828.7,3446.5,3670.8,3568.9,3926.2,4083.1,4077.7,4369.1,3812.4,3599.2,4513.3,4522.5,4497.2,4944.2,4933.1,5439,5377.5,6590.9,5592.1,6083.1,5506.1,5399.4,5866.7,6170.9,6466,6326.9,6428.6,6556.8,6872.6,7299.9,6695.8,6661.4,7043.3,7164.8,6291.1,7076.9,7032.8,7031.8,7196.5,7278.6,6632.3,7420.2,7029.6,6953,6984.7,6215.1,6631.6,7696.5,7980.9,7022.6,7229,6788.7,7946,6241,6966.8,7720.1,7137.9,
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996.2,1768,2015.6,2150.9,2492.9,2203.5,1592.8,2110.2,1369,2012.2,1860.1,2136.9,2003.4,2011.6,1583.8,2114.5,2090.4,1907.8,1271.4,2201.3,2186.4,2200.6,2032.8,1959.4,2514.5,1976.2,2531.2,2539.1,2647,2750.4,2408.5,2568.5,
Ghana,,816.4,809.6,788.2,777.6,809.2,1088.7,916.1,859.3,824.8,858.2,860.7,867.1,863.7,957.1,834.3,816.7,832,837.2,844.2,717.8,860,764,517.4,840.1,890.7,984.8,938.6,1095.8,1012.9,989.2,1220.8,1042.1,1340.2,1327.5,1354.1,1389.2,1321.7,1333.8,1297,1309.2,1186.1,1349,1396.4,1373.3,1432.3,1334.5,1317,1598.1,1659.8,1814.3,1594.2,1768.1,1688.8,1703.4,1830.3,1842.4,1930.7,2172.6,2346.2,2410.8,2360.5,2433.8,2687.6,
Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,,1340,1368.7,1256.7,1363.8,1303.7,1392.6,1409.7,1411.5,1412.4,1407.9,1435.1,1442.1,1437.5,1436,1439.5,1454.7,1437.4,1408.9,1434.5,1432.5,1450.8,1440.3,1456.6,1473.9,1501.5,1517.2,1528.6,1536.9,1492.8,1455.1,1421.9,1392.6,1405.3,1422.3,1454.8,1458.9,1463.2,1468.2,1473.7,1492.1,1483,1487.2,1484.8,1491.3,1495.6,1502,1514,1464.7,1484.3,1184.7,1226,1152.2,1189.6,1123,1122.4,1155.5,1165.4,1186.7,1257.9,1323.7,1356.5,1369.5,1370.7,
"Gambia, The",,1075.3,1080.5,1039,1087.7,1064,1011.1,960.3,1040.4,1016.4,1109.1,1112.4,1042.3,1056.1,1043,990.7,813.3,805.8,1093.6,1197,1325.1,1329.4,1230.9,1251.4,1434.5,1262.4,1276.2,1117.7,1196.6,1112.9,1003.9,1112.7,1238.1,1189.2,1163.5,1035.2,1104.3,940.6,1036.4,1303.7,1305.3,1292.5,966.5,1207.7,1179,1047.4,1033,805.3,983.5,1057.7,1136.1,879.2,920,968.9,753.2,893.1,739.5,575.3,593.5,450.9,659.8,1054.1,805,800.7,
Guinea-Bissau,,814.4,787.1,792.1,620.8,760,778.9,844.3,901.3,688.4,797.1,665.4,726.6,664.5,618.3,758.2,785.7,701.5,623.9,637.8,699.2,795.2,687.3,675.7,885.5,1244.1,1375.2,1530,1769.4,1520.7,1530.7,1614.5,1441.7,1431.6,1394.8,1402.2,1366.5,1110.3,1145,1038.2,1097,1004.9,1067.3,1075.9,1164,1325.6,1412.6,1346.1,1490.3,1632.2,1723.8,1588.7,1512.1,1397.7,1394.8,1402.1,1414.4,1385.9,1397.3,1287,1343,1352.4,1558.3,1582,
Equatorial Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,,1265.6,1380,1291,1627.5,1652.6,1823.8,1950.1,1521.6,1717,2113.1,2142.5,2189.9,2201.9,2440.2,2424.5,2608.1,2061.6,2798.1,2635.8,3321.9,3312.5,3455,2929.5,3596.1,3015.6,3602.8,3714.5,3862.7,4022,3035.8,4124,3606.8,3553.2,3886.8,3751,3710.3,3799,3581.1,3648.8,3868.8,3847.6,3747.2,3693.6,4017.4,4049.8,3918.9,3929.9,4515.8,4266.2,4064.9,4344.1,4206.7,4393.3,4286.5,4214.9,4223.5,4317.2,3799.6,4043.5,4197.1,4194.7,4142.6,4139.9,
Grenada,,873,873,873,873,873,871,871,871,883.3,883.3,877.2,865.4,855.6,769,878,911.1,906.3,908.2,907.6,894,1044.4,900,949.3,949.3,951.2,980,1000,1008,1003.9,992.3,1113.2,1021.2,989.7,991.4,983.3,1000,1000,1004.6,1004.3,1002.8,1001.8,997.1,999.6,1000.6,984.4,1000,1000,1005.6,1007.1,1008.4,1009,1028.6,1000,993.3,1002.1,998.3,997.2,996.5,997.5,998.7,999.3,999.1,998.8,
Greenland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,,822.1,871.5,856.3,912.5,960.5,901.6,875.7,1010.5,1046.9,1175.5,1142.3,1210.9,1631.6,1421.8,1639.8,1330.3,1323.3,1514.3,1760.4,1448.8,1524.1,1707.8,1874.3,1613.1,1659.6,1779.4,1608.8,1885.2,2042,1997.6,1810,1839.6,1813.6,1894.5,1912,1785.7,1491.9,1682.2,1741.2,1776.4,2038.8,2017.2,2053.7,2117.1,2311.9,2514.1,2305.8,2010.6,1983.3,1996.6,2000.4,2036.7,2082.4,2092.4,2115.7,2152.3,2153.3,2153.3,2114.4,2047.4,1990.2,1930.7,1821.7,
Guam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,,2013.8,2217.1,2017.9,2010.6,2052.9,2030.8,1898.5,1531.3,1688.9,1887.2,1821,1971.2,1821.1,2421.4,2173.2,1760.5,2577.5,2633,2651.9,2953.3,3116.3,3060.8,3221.5,3078.7,3261.5,3247.1,3189.2,3006.5,3320.7,2980.4,3285.6,3438.1,3258.4,3664.2,3899.1,3958.1,3964,4003.3,3791.2,3799.2,3947.9,4084,4155.5,4216.6,3861.4,4523,4222.2,4161.5,4345.5,4165.4,4343.9,4465.4,4936.7,5210.7,5476.9,5395.5,5523.4,5696.2,5831.3,5634.1,5443.6,5941.9,6028.1,
High income,,2119.573624,2295.376279,2375.480435,2320.129436,2513.970387,2560.950208,2644.100975,2696.635656,2817.736786,2724.35764,3090.715704,3144.426334,3112.590708,2891.908574,3059.685517,3080.617676,3184.354465,3494.830346,3531.442858,3300.388661,3511.69018,3648.672024,3232.933923,3833.073879,3911.126461,3912.89289,3885.519477,3527.074062,3903.250506,4087.659304,4049.447176,3543.22015,3244.428631,3663.867615,3365.731261,3724.220508,3829.602126,3989.588333,4016.367366,3983.083706,3997.384142,3961.920683,3927.86506,4573.824944,4256.084745,4203.412029,4291.96187,4516.318127,4637.545595,4616.275285,4632.186729,4280.621537,4891.378762,5109.828999,4953.063806,5349.348938,5352.770798,5148.877358,5192.613617,5200.304682,5245.918661,5295.411065,,
"Hong Kong SAR, China",,2016.8,1720.1,1840.8,1396.2,2436.2,1756.3,1933.1,1778.7,2365.4,2366.9,2288.8,2056.8,2226.5,1615.9,1792.4,1886.3,1882.7,1881.7,1515.2,2121.2,1500,1538.5,1333.3,2181.8,2500,2200,1250,3000,3000,2000,,,,,,,1922.6,1924.5,1929.2,1923.3,1905.8,1989.9,1989.8,1989.8,1989.9,,1985.4,1975.2,2000.4,2000.4,2000.4,2000.4,2000.4,2030.6,2079.4,2095.7,2101.1,2109,2102.4,2115.8,2039.9,2049.4,2059,
Honduras,,1051.2,1077.6,1102.4,1129.2,1156.9,1211.6,1209.4,1209.3,1209.1,1209.2,1209.5,1210,1140.2,1215.3,1093.4,1000.7,924.8,952.2,1000.2,1131.7,1377,1282.3,1442.3,1343.8,1433,1363,1563.2,1289.4,1424.6,1468.5,1316.9,1328.5,1328.6,1310.8,1540.4,1579,1570,1089.9,1170.2,1368.1,1447.1,1341.8,1533.4,1388.1,1506.5,1522.3,1682.7,1680.5,1727.2,1660.3,1711.5,1646.9,1671.4,1854.7,1821.3,1890.9,1865.7,1847,1862.6,1886.3,1885.7,1892.9,1887.4,
Heavily indebted poor countries (HIPC),,799.3713245,797.8144216,793.6373129,817.0837914,797.7181519,801.1809955,849.0957815,821.9362946,857.0060477,819.8617591,832.137895,820.7407615,844.4670255,869.7546848,912.5508634,928.8280788,889.3998349,907.7629894,919.2275136,930.883344,949.0975465,907.5389166,920.099742,875.0205082,917.7447974,918.0632761,920.4079294,955.6385794,933.2234543,904.8091866,942.8217027,843.955196,943.5578843,829.2553804,912.4533764,989.3775752,912.9297577,961.6105006,1002.123293,958.7797606,1008.127907,1024.314456,1004.95707,1047.449364,1025.879187,1130.582611,1149.509146,1130.660783,1238.985652,1274.256866,1223.92211,1366.962323,1306.049221,1360.717703,1419.330824,1360.013053,1415.726732,1455.446665,1502.343109,1533.445644,1543.14415,1528.730195,,
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3972.1,4255.7,4136.9,4365.7,4507.8,5007.9,4669,4604.2,4114.8,4840.3,5316.2,3601,5408.9,5592.8,5420.2,4558.1,6639.1,6109.8,5456,5220,4573.6,5444.9,6027.7,5695,6665.5,5704.8,7055.6,7157.3,6992.4,7012.9,5823.1,5913.8,
Haiti,,1031,1043,1055.2,1056.6,1071.7,1075.8,1091.9,1049.7,1112.5,1097.3,1117,1148.7,1066.4,1175.4,1117.7,1238.9,918.8,803.9,964.6,1016.2,1046.7,1039.6,1044.3,1041.1,1009.7,991.2,969.7,957.7,972.3,1026.7,987.7,976.1,949.2,923.9,925.8,974,1004.1,913.6,969.4,931.8,826.5,920.4,920.8,933.8,956.8,962.9,959.8,961.1,994.6,977.4,982.2,1077,1059.9,895,978.1,1012.3,894.6,709.9,1599.3,927.7,1070.6,1061.6,1062.6,
